id_filme,nome_filme,ano_lanc_filme,ano_fim_filme,descricao_filme
83,Dawn of the Planet of the Apes,2014,2017,Um grupo de cientistas em Sao Francisco luta para se manter vivo depois de uma praga que esta destruindo a humanidade; enquanto Cesar tenta manter o dominio sobre sua comunidade de macacos inteligentes.
84,The Lovers,2015,2018,The Lovers e um romance epico sobre viagens no tempo. Dirigido por Roland Joffe a partir de uma historia de Ajey Jhankar; o filme e um conto de um amor impossivel contra o pano de fundo da primeira guerra anglo-marata em dois periodos e continentes e centrada em torno de quatro personagens - um oficial britanico no seculo XVIII. India colonial; a mulher indiana pela qual ele se apaixona profundamente; um biologo marinho americano e sua esposa.
85,47 Ronin,2013,2016,Baseado no filme original de 1941 do Japao; e do conto mais antigo do Japao antigo; o epico 3D fantasia-aventura 47 Ronin nasce. Keanu Reeves lidera o elenco como Kai; um exilado que se junta a Oishi (Hiroyuki Sanada); o lider dos 47 samurais exilados. Juntos; eles buscam vinganca contra o soberano traicoeiro que matou seu mestre e baniu sua especie. Para restaurar a honra em sua terra natal; os guerreiros embarcam em uma missao que os desafia com uma serie de tentativas que destroem os guerreiros comuns.
86,Captain America: The Winter Soldier,2014,2017,Depois dos eventos cataclismicos em Nova York com Os Vingadores; Steve Rogers; tambem conhecido como Capitao America; vive em Washington; DC; tentando se adaptar ao mundo moderno. Mas quando um S.H.I.E.L.D. colega e atacado; Steve se envolve em uma rede de intrigas que ameaca colocar o mundo em risco. Juntando forcas com a Viuva Negra; o Capitao America luta para expor a conspiracao cada vez maior; enquanto luta contra os assassinos profissionais enviados para silencia-lo em cada turno. Quando o escopo completo da trama vilao e revelado; o Capitao America e a Viuva Negra pedem a ajuda de um novo aliado; o Falcao. No entanto; eles logo se deparam com um inimigo inesperado e formidavel - o Soldado Invernal.
87,Shrek Forever After,2010,2013,Um Shrek entediado e domesticado pactua com o negociador Rumpelstiltskin para voltar a se sentir como um ogro de verdade; mas quando e enganado e enviado para uma versao distorcida de Far Far Away - onde Rumpelstiltskin e rei; ogros sao cacados; e ele e Fiona nunca conheceu - ele se propoe a restaurar seu mundo e recuperar seu verdadeiro amor.
88,Tomorrowland,2015,2018,Preso por um destino comum; um adolescente brilhante e otimista cheio de curiosidade cientifica e um ex-inventor genial; cansado pela desilusao; embarca em uma missao cheia de perigos para descobrir os segredos de um lugar enigmatico em algum lugar no tempo e no espaco que existe em seus coletivos. memoria como Tomorrowland.
89,Big Hero 6,2014,2017,A ligacao especial que se desenvolve entre o robo inflavel de maior porte Baymax e o prodigio Hiro Hamada; que se juntam a um grupo de amigos para formar uma banda de herois de alta tecnologia.
90,Wreck-It Ralph,2012,2015,Wreck-It Ralph e um vilao de 90 metros de altura de um videogame de fliperama chamado Fix-It Felix Jr.; no qual o heroi titular do jogo conserta predios que Ralph destroi. Querendo provar que ele pode ser um bom rapaz e nao apenas um vilao; Ralph escapa de seu jogo e acaba em Hero's Duty; um jogo de tiro em primeira pessoa onde ele ajuda a batalha do heroi contra invasores alienigenas. Mais tarde; ele entra em Sugar Rush; um jogo de corridas de kart ambientado em pistas feitas de doces; biscoitos e outros doces. La; Ralph conhece Vanellope von Schweetz; que aprendeu que seu jogo e confrontado com uma terrivel ameaca que poderia afetar todo o arcade; e que Ralph pode ter iniciado inadvertidamente.
91,The Polar Express,2004,2007,Quando um garoto duvidoso faz uma extraordinaria viagem de trem ate o Polo Norte; ele embarca em uma jornada de autodescoberta que mostra a ele que a maravilha da vida nunca se desvanece para aqueles que acreditam.
92,Independence Day: Resurgence,2016,2019,Nos sempre soubemos que eles estavam voltando. Usando a tecnologia alienigena recuperada; as nacoes da Terra colaboraram em um imenso programa de defesa para proteger o planeta. Mas nada pode nos preparar para a forca avancada e sem precedentes dos alienigenas. Apenas a ingenuidade de alguns homens e mulheres corajosos pode trazer o nosso mundo de volta a beira da extincao.
93,How to Train Your Dragon,2010,2013,Como o filho de um lider viking no limiar da masculinidade; o timido Soluco Horrendo Haddock III enfrenta um rito de passagem: ele deve matar um dragao para provar seu valor guerreiro. Mas depois de derrubar um dragao temido; ele percebe que nao quer mais destrui-lo; e em vez disso faz amizade com a besta - que ele chama de Desdentado - para o desgosto de seu pai guerreiro.
94,Terminator 3: Rise of the Machines,2003,2006,Ja se passaram 10 anos desde que John Connor salvou a Terra do Dia do Julgamento; e agora ele esta vivendo sob o radar; evitando usar qualquer coisa que a Skynet possa rastrear. Isto e; ate que ele encontre o T-X; um assassino robotico encarregado de terminar o que o T-1000 iniciou. Ainda bem que o antigo inimigo de Connor; o Exterminador do Futuro; esta de volta para ajudar o agora adulto Connor ... como ele prometeu.
95,Guardians of the Galaxy,2014,2017,Anos-luz da Terra; 26 anos depois de ter sido sequestrado; Peter Quill se considera o principal alvo de uma cacada apos descobrir um orbe procurado por Ronan; o Acusador.
96,Interstellar,2014,2017,Interstellar narra as aventuras de um grupo de exploradores que fazem uso de um buraco de minhoca recem-descoberto para superar as limitacoes da viagem espacial humana e conquistar as vastas distancias envolvidas em uma viagem interestelar.
97,Inception,2010,2013,Cobb; um ladrao habilidoso que comete espionagem corporativa se infiltrando no subconsciente de seus alvos; tem a chance de recuperar sua antiga vida como pagamento por uma tarefa considerada impossivel: inicio; a implantacao da ideia de outra pessoa no subconsciente de um alvo.
98,a?a?a?a?a?a?,2016,2019,Da mente por tras de Evangelion vem um sucesso maior que a vida. Quando um monstro massivo e brutal surge das profundezas e rasga a cidade; o governo tenta salvar seus cidadaos. Uma equipe de voluntarios trapaceiros atravessa uma rede de burocracias para descobrir a fraqueza do monstro e seus misteriosos lacos com uma superpotencia estrangeira. Mas o tempo nao esta do seu lado - a maior catastrofe que ja aconteceu no mundo esta prestes a evoluir diante de seus olhos.
99,The Hobbit: An Unexpected Journey,2012,2015,Bilbo Baggins; um hobbit que desfruta de sua vida tranquila; e levado a uma busca epica por Gandalf; o Cinzento; e treze anoes que buscam recuperar seu lar nas montanhas de Smaug; o dragao.
100,The Fast and the Furious,2001,2004,Domenic Toretto e um piloto de rua de Los Angeles suspeito de ser o mentor de uma serie de sequestros. Quando o policial disfarcado Brian O'Conner se infiltra na tripulacao iconoclasta de Toretto; ele se apaixona pela irma de Toretto e deve escolher um lado: a gangue ou a policia de Los Angeles.
101,The Curious Case of Benjamin Button,2008,2011,Conta a historia de Benjamin Button; um homem que comeca a envelhecer de costas com consequencias bizarras.
102,X-Men: First Class,2011,2014,Antes de Charles Xavier e Erik Lensherr terem os nomes de Professor X e Magneto; eles eram dois jovens descobrindo seus poderes pela primeira vez. Antes de serem arquiinimigos; eram os amigos mais proximos; trabalhando em conjunto com outros mutantes (alguns familiares; alguns novos) para impedir a maior ameaca que o mundo ja conheceu.
103,The Hunger Games: Mockingjay - Part 2,2015,2018,Com a nacao de Panem em uma guerra em grande escala; Katniss confronta o Presidente Snow no confronto final. Juntamente com um grupo de seus amigos mais intimos - incluindo Gale; Finnick e Peeta - Katniss sai em uma missao com a unidade do Distrito 13 enquanto arriscam suas vidas para encenar uma tentativa de assassinato do Presidente Snow que se tornou cada vez mais obcecado em destrui-la . As armadilhas mortais; inimigos e escolhas morais que aguardam Katniss irao desafia-la mais do que qualquer arena que ela enfrentou em Jogos Vorazes.
104,The Sorcerer's Apprentice,2010,2013,Balthazar Blake e um mestre feiticeiro na moderna Manhattan tentando defender a cidade de seu arquiinimigo; Maxim Horvath. Balthazar nao pode fazer isso sozinho; entao ele recruta Dave Stutler; um cara aparentemente mediano que demonstra potencial escondido; como seu protegido relutante. O feiticeiro da ao seu cumplice sem vontade um curso intensivo sobre a arte e a ciencia da magia e; juntos; esses parceiros improvaveis ??trabalham para deter as forcas das trevas.
105,Poseidon,2006,2009,Um navio de cruzeiro lotado que viaja no Atlantico e atingido e derrubado por uma enorme onda; obrigando os passageiros a comecar uma dramatica luta por suas vidas.
106,Alice Through the Looking Glass,2016,2019,Na sequencia de Alice no Pais das Maravilhas; de Tim Burton; Alice Kingsleigh retorna ao Underland e enfrenta uma nova aventura em salvar o Chapeleiro Maluco.
107,Shrek the Third,2007,2010,O Rei de Far Far Away morreu e Shrek e Fiona se tornarao King & amp; Rainha. No entanto; Shrek quer voltar ao seu aconchegante pantano e viver em paz e sossego; entao quando ele descobre que ha outro herdeiro ao trono; eles partem para traze-lo de volta para governar o reino.
108,Warcraft,2016,2019,O reino pacifico de Azeroth esta a beira da guerra enquanto sua civilizacao enfrenta uma temivel raca de invasores: guerreiros orcs fogem de sua casa moribunda para colonizar outro. Quando um portal se abre para conectar os dois mundos; um exercito enfrenta a destruicao e o outro enfrenta a extincao. De lados opostos; dois herois sao colocados em rota de colisao que ira decidir o destino de sua familia; seu povo e sua casa.
109,Terminator Genisys,2015,2018,O ano e 2029. John Connor; lider da resistencia; continua a guerra contra as maquinas. Na ofensiva de Los Angeles; os medos de John sobre o futuro desconhecido comecam a surgir quando espioes da TECOM revelam um novo plano da SkyNet que o atacara de ambas as frentes; passado e futuro; e acabara por mudar a guerra para sempre.
110,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,2013,Desta vez; Edmund e Lucy Pevensie; juntamente com seu primo Pobre Eustace Scrubb; viram-se engolidos em uma pintura e em um fantastico navio Narniano dirigido para as bordas do mundo.
111,Pearl Harbor,2001,2004,A amizade ao longo da vida entre Rafe McCawley e Danny Walker e submetida ao teste final quando os dois as pilotos de caca se enredam em um triangulo amoroso com a bela enfermeira Naval Evelyn Johnson. Mas a rivalidade entre os amigos que se tornaram inimigos e imediatamente suspensa quando eles se encontram no centro do devastador ataque do Japao a Pearl Harbor em 7 de dezembro de 1941.
112,Transformers,2007,2010,Jovem adolescente; Sam Witwicky envolve-se na antiga luta entre duas faccoes extraterrestres de robos transformadores - os heroicos Autobots e os malignos Decepticons. Sam detem a chave para um poder inimaginavel e os Decepticons vao parar em nada para recupera-lo.
113,Alexander,2004,2007,Alexandre; o rei da Macedonia; lidera suas legioes contra o gigante Imperio Persa. Depois de derrotar os persas; ele lidera seu exercito atraves do mundo entao conhecido; se aventurando mais longe do que qualquer ocidental ja havia ido; ate a India.
114,Harry Potter and the Order of the Phoenix,2007,2010,Voltando para seu quinto ano de estudos em Hogwarts; Harry fica surpreso ao descobrir que suas advertencias sobre o retorno de Lord Voldemort foram ignoradas. Deixado sem escolha; Harry toma as coisas em suas proprias maos; treinando um pequeno grupo de estudantes - apelidado de Exercito de Dumbledore - para defender-se contra as artes das trevas.
115,Harry Potter and the Goblet of Fire,2005,2008,Harry comeca seu quarto ano em Hogwarts; compete no traicoeiro Torneio Tribruxo e enfrenta o malvado Lord Voldemort. Ron e Hermione ajudam Harry a controlar a pressao - mas Voldemort espreita; aguardando sua chance de destruir Harry e tudo o que ele representa.
116,Hancock,2008,2011,Hancock e um super-heroi que e forcado a contratar um especialista em relacoes publicas para ajudar a reparar sua imagem quando o publico se cansa de todos os danos que ele infligiu durante seu heroismo salvador. A ideia do agente de aprisionar o anti-heroi para fazer o mundo sentir sua falta e bem-sucedida; mas sera que Hancock mantera seu novo senso de proposito ou voltara a adotar velhos habitos?
117,I Am Legend,2007,2010,Robert Neville e um cientista que nao conseguiu impedir a propagacao do terrivel virus que era incuravel e criado pelo homem. Imune; Neville e agora o ultimo sobrevivente humano no que resta da cidade de Nova York e talvez do mundo. Durante tres anos; Neville enviou mensagens de radio diariamente; desesperadas para encontrar outros sobreviventes que possam estar por ai. Mas ele nao esta sozinho.
